Trial,Parameter,Value,Average Train Loss,Average Validation Loss
254,number epochs,100,5.392747955322266,5.16135847568512
255,learning_rate,0.001,5.821079545974731,5.600608726501465
255,momentum,0.3,5.821079545974731,5.600608726501465
255,weight_decay,0.1,5.821079545974731,5.600608726501465
255,number epochs,250,5.821079545974731,5.600608726501465
256,learning_rate,1e-05,6.149171142578125,5.724255437850952
256,momentum,1,6.149171142578125,5.724255437850952
256,weight_decay,0.005,6.149171142578125,5.724255437850952
256,number epochs,50,6.149171142578125,5.724255437850952
257,learning_rate,0.01,6.10688201268514,5.823911943435669
257,momentum,1,6.10688201268514,5.823911943435669
257,weight_decay,0.0005,6.10688201268514,5.823911943435669
257,number epochs,150,6.10688201268514,5.823911943435669
258,learning_rate,1e-05,5.540376977920532,5.2473356088002525
258,momentum,0.7,5.540376977920532,5.2473356088002525
258,weight_decay,0.01,5.540376977920532,5.2473356088002525
258,number epochs,150,5.540376977920532,5.2473356088002525
259,learning_rate,0.001,5.615098638534546,5.402857799530029
259,momentum,0.1,5.615098638534546,5.402857799530029
259,weight_decay,0.1,5.615098638534546,5.402857799530029
259,number epochs,50,5.615098638534546,5.402857799530029
260,learning_rate,0.001,6.0917258644104,5.802483582496643
260,momentum,0.3,6.0917258644104,5.802483582496643
260,weight_decay,0.005,6.0917258644104,5.802483582496643
260,number epochs,100,6.0917258644104,5.802483582496643
261,learning_rate,0.001,6.093168493906657,5.804528230031331
261,momentum,0.95,6.093168493906657,5.804528230031331
261,weight_decay,0.005,6.093168493906657,5.804528230031331
261,number epochs,150,6.093168493906657,5.804528230031331
262,learning_rate,1e-05,5.9419663028717045,5.605274257659912
262,momentum,1,5.9419663028717045,5.605274257659912
262,weight_decay,0.01,5.9419663028717045,5.605274257659912
262,number epochs,250,5.9419663028717045,5.605274257659912
263,learning_rate,0.01,5.743236627578735,5.314606590270996
263,momentum,1,5.743236627578735,5.314606590270996
263,weight_decay,0.1,5.743236627578735,5.314606590270996
263,number epochs,100,5.743236627578735,5.314606590270996
264,learning_rate,0.0001,5.185679712295532,4.959237637519837
264,momentum,0.05,5.185679712295532,4.959237637519837
264,weight_decay,0.005,5.185679712295532,4.959237637519837
264,number epochs,100,5.185679712295532,4.959237637519837
265,learning_rate,0.001,5.826678559780121,5.477960267066956
265,momentum,0.7,5.826678559780121,5.477960267066956
265,weight_decay,0.005,5.826678559780121,5.477960267066956
265,number epochs,200,5.826678559780121,5.477960267066956
266,learning_rate,0.01,5.569009306430817,5.174066166877747
266,momentum,0.3,5.569009306430817,5.174066166877747
266,weight_decay,0.005,5.569009306430817,5.174066166877747
266,number epochs,200,5.569009306430817,5.174066166877747
267,learning_rate,0.01,5.0956329870224,4.874713196754455
267,momentum,0.05,5.0956329870224,4.874713196754455
267,weight_decay,0.0005,5.0956329870224,4.874713196754455
267,number epochs,100,5.0956329870224,4.874713196754455
268,learning_rate,0.0001,5.4515712714195255,5.083135352134705
268,momentum,0.3,5.4515712714195255,5.083135352134705
268,weight_decay,0.005,5.4515712714195255,5.083135352134705
268,number epochs,200,5.4515712714195255,5.083135352134705
269,learning_rate,0.0001,5.6412281322479245,5.384477499008178
269,momentum,0.3,5.6412281322479245,5.384477499008178
269,weight_decay,0.01,5.6412281322479245,5.384477499008178
269,number epochs,250,5.6412281322479245,5.384477499008178
270,learning_rate,0.01,4.941992206573486,4.495160746574402
270,momentum,0.5,4.941992206573486,4.495160746574402
270,weight_decay,0.005,4.941992206573486,4.495160746574402
270,number epochs,50,4.941992206573486,4.495160746574402
271,learning_rate,0.01,5.759892349243164,5.419311529795329
271,momentum,0.7,5.759892349243164,5.419311529795329
271,weight_decay,0.01,5.759892349243164,5.419311529795329
271,number epochs,150,5.759892349243164,5.419311529795329
272,learning_rate,0.1,5.719746780395508,5.391506280899048
272,momentum,0.3,5.719746780395508,5.391506280899048
272,weight_decay,0.0005,5.719746780395508,5.391506280899048
272,number epochs,50,5.719746780395508,5.391506280899048
273,learning_rate,1e-05,5.352554676532745,5.057054846286774
273,momentum,0.3,5.352554676532745,5.057054846286774
273,weight_decay,0.01,5.352554676532745,5.057054846286774
273,number epochs,200,5.352554676532745,5.057054846286774
274,learning_rate,0.0001,5.897199611663819,5.592392311096192
274,momentum,0.3,5.897199611663819,5.592392311096192
274,weight_decay,0.1,5.897199611663819,5.592392311096192
274,number epochs,50,5.897199611663819,5.592392311096192
275,learning_rate,0.01,6.2670437479019165,5.9557942247390745
275,momentum,0.3,6.2670437479019165,5.9557942247390745
275,weight_decay,0.01,6.2670437479019165,5.9557942247390745
275,number epochs,200,6.2670437479019165,5.9557942247390745
276,learning_rate,1e-05,5.7173942184448245,5.193115854263306
276,momentum,0.3,5.7173942184448245,5.193115854263306
276,weight_decay,0.1,5.7173942184448245,5.193115854263306
276,number epochs,50,5.7173942184448245,5.193115854263306
277,learning_rate,1e-05,6.131167621612549,5.7429929542541505
277,momentum,0.95,6.131167621612549,5.7429929542541505
277,weight_decay,0.01,6.131167621612549,5.7429929542541505
277,number epochs,250,6.131167621612549,5.7429929542541505
278,learning_rate,0.01,5.652972771326701,5.418569329579671
278,momentum,0.3,5.652972771326701,5.418569329579671
278,weight_decay,0.01,5.652972771326701,5.418569329579671
278,number epochs,150,5.652972771326701,5.418569329579671
279,learning_rate,0.001,5.9284122133255,5.622284359931946
279,momentum,1,5.9284122133255,5.622284359931946
279,weight_decay,0.1,5.9284122133255,5.622284359931946
279,number epochs,100,5.9284122133255,5.622284359931946
280,learning_rate,1e-05,5.590029702186585,5.222718687057495
280,momentum,0.3,5.590029702186585,5.222718687057495
280,weight_decay,0.1,5.590029702186585,5.222718687057495
280,number epochs,200,5.590029702186585,5.222718687057495
281,learning_rate,0.1,5.342427463531494,5.049159440994263
281,momentum,1,5.342427463531494,5.049159440994263
281,weight_decay,0.0005,5.342427463531494,5.049159440994263
281,number epochs,100,5.342427463531494,5.049159440994263
282,learning_rate,0.001,5.6879015617370605,5.38665281867981
282,momentum,0.1,5.6879015617370605,5.38665281867981
282,weight_decay,0.1,5.6879015617370605,5.38665281867981
282,number epochs,250,5.6879015617370605,5.38665281867981
283,learning_rate,0.01,6.240107612609863,5.9643861770629885
283,momentum,0.5,6.240107612609863,5.9643861770629885
283,weight_decay,0.005,6.240107612609863,5.9643861770629885
283,number epochs,50,6.240107612609863,5.9643861770629885
284,learning_rate,0.0001,5.781883873939514,5.453915524482727
284,momentum,0.05,5.781883873939514,5.453915524482727
284,weight_decay,0.005,5.781883873939514,5.453915524482727
284,number epochs,100,5.781883873939514,5.453915524482727
285,learning_rate,0.01,5.773863988876343,5.49063463973999
285,momentum,1,5.773863988876343,5.49063463973999
285,weight_decay,0.1,5.773863988876343,5.49063463973999
285,number epochs,250,5.773863988876343,5.49063463973999
286,learning_rate,0.1,5.577657265663147,5.196754817962646
286,momentum,0.05,5.577657265663147,5.196754817962646
286,weight_decay,0.005,5.577657265663147,5.196754817962646
286,number epochs,100,5.577657265663147,5.196754817962646
287,learning_rate,0.001,6.152860788345337,5.802349342346192
287,momentum,0.1,6.152860788345337,5.802349342346192
287,weight_decay,0.01,6.152860788345337,5.802349342346192
287,number epochs,250,6.152860788345337,5.802349342346192
288,learning_rate,0.001,5.636982984542847,5.446765489578247
288,momentum,0.3,5.636982984542847,5.446765489578247
288,weight_decay,0.1,5.636982984542847,5.446765489578247
288,number epochs,50,5.636982984542847,5.446765489578247
289,learning_rate,0.1,5.7704011249542235,5.365303111076355
289,momentum,0.3,5.7704011249542235,5.365303111076355
289,weight_decay,0.1,5.7704011249542235,5.365303111076355
289,number epochs,100,5.7704011249542235,5.365303111076355
290,learning_rate,0.01,5.904855397542318,5.6093334897359215
290,momentum,0.3,5.904855397542318,5.6093334897359215
290,weight_decay,0.1,5.904855397542318,5.6093334897359215
290,number epochs,150,5.904855397542318,5.6093334897359215
291,learning_rate,0.001,5.888518600463867,5.5495059903462725
291,momentum,0.3,5.888518600463867,5.5495059903462725
291,weight_decay,0.005,5.888518600463867,5.5495059903462725
291,number epochs,150,5.888518600463867,5.5495059903462725
292,learning_rate,0.001,5.954176597595215,5.600248870849609
292,momentum,0.3,5.954176597595215,5.600248870849609
292,weight_decay,0.01,5.954176597595215,5.600248870849609
292,number epochs,100,5.954176597595215,5.600248870849609
293,learning_rate,1e-05,6.0421035194396975,5.5981822681427005
293,momentum,0.5,6.0421035194396975,5.5981822681427005
293,weight_decay,0.005,6.0421035194396975,5.5981822681427005
293,number epochs,50,6.0421035194396975,5.5981822681427005
294,learning_rate,0.0001,5.627743434906006,5.2655551052093506
294,momentum,0.05,5.627743434906006,5.2655551052093506
294,weight_decay,0.005,5.627743434906006,5.2655551052093506
294,number epochs,50,5.627743434906006,5.2655551052093506
295,learning_rate,1e-05,5.915762761433919,5.525617663065592
295,momentum,0.3,5.915762761433919,5.525617663065592
295,weight_decay,0.005,5.915762761433919,5.525617663065592
295,number epochs,150,5.915762761433919,5.525617663065592
296,learning_rate,0.001,5.428903144200643,5.089636866251627
296,momentum,0.5,5.428903144200643,5.089636866251627
296,weight_decay,0.005,5.428903144200643,5.089636866251627
296,number epochs,150,5.428903144200643,5.089636866251627
297,learning_rate,0.01,6.021500411033631,5.6246837663650515
297,momentum,0.5,6.021500411033631,5.6246837663650515
297,weight_decay,0.005,6.021500411033631,5.6246837663650515
297,number epochs,100,6.021500411033631,5.6246837663650515
298,learning_rate,0.1,6.063036570549011,5.726837830543518
298,momentum,0.3,6.063036570549011,5.726837830543518
298,weight_decay,0.1,6.063036570549011,5.726837830543518
298,number epochs,100,6.063036570549011,5.726837830543518
299,learning_rate,0.1,5.879658036231994,5.504764919281006
299,momentum,1,5.879658036231994,5.504764919281006
299,weight_decay,0.01,5.879658036231994,5.504764919281006
299,number epochs,100,5.879658036231994,5.504764919281006
