Trial,Parameter,Value,Average Train Loss,Average Validation Loss
125,number epochs,100,5.297252855300903,4.946481652259827
126,learning_rate,0.1,5.642100086212158,5.286082824071248
126,momentum,1,5.642100086212158,5.286082824071248
126,weight_decay,0.0005,5.642100086212158,5.286082824071248
126,number epochs,150,5.642100086212158,5.286082824071248
127,learning_rate,0.0001,5.624547250747681,5.263218616485596
127,momentum,1,5.624547250747681,5.263218616485596
127,weight_decay,0.0005,5.624547250747681,5.263218616485596
127,number epochs,250,5.624547250747681,5.263218616485596
128,learning_rate,0.0001,5.604723747253418,5.321934591293335
128,momentum,0.3,5.604723747253418,5.321934591293335
128,weight_decay,0.005,5.604723747253418,5.321934591293335
128,number epochs,250,5.604723747253418,5.321934591293335
129,learning_rate,1e-05,6.227239246368408,5.901942426681519
129,momentum,1,6.227239246368408,5.901942426681519
129,weight_decay,0.01,6.227239246368408,5.901942426681519
129,number epochs,250,6.227239246368408,5.901942426681519
130,learning_rate,1e-05,5.9602896531422935,5.621457907358805
130,momentum,0.3,5.9602896531422935,5.621457907358805
130,weight_decay,0.005,5.9602896531422935,5.621457907358805
130,number epochs,150,5.9602896531422935,5.621457907358805
131,learning_rate,1e-05,5.797757029533386,5.393220429420471
131,momentum,0.3,5.797757029533386,5.393220429420471
131,weight_decay,0.01,5.797757029533386,5.393220429420471
131,number epochs,100,5.797757029533386,5.393220429420471
132,learning_rate,0.01,5.800892297744751,5.573066905975342
132,momentum,0.3,5.800892297744751,5.573066905975342
132,weight_decay,0.1,5.800892297744751,5.573066905975342
132,number epochs,250,5.800892297744751,5.573066905975342
133,learning_rate,1e-05,5.673324369430542,5.3537198848724366
133,momentum,0.7,5.673324369430542,5.3537198848724366
133,weight_decay,0.0005,5.673324369430542,5.3537198848724366
133,number epochs,250,5.673324369430542,5.3537198848724366
134,learning_rate,1e-05,5.877462685108185,5.557377264499665
134,momentum,0.3,5.877462685108185,5.557377264499665
134,weight_decay,0.01,5.877462685108185,5.557377264499665
134,number epochs,200,5.877462685108185,5.557377264499665
135,learning_rate,1e-05,5.927982988357544,5.720424375534058
135,momentum,0.3,5.927982988357544,5.720424375534058
135,weight_decay,0.1,5.927982988357544,5.720424375534058
135,number epochs,50,5.927982988357544,5.720424375534058
136,learning_rate,0.001,5.595625762939453,5.386773386001587
136,momentum,0.5,5.595625762939453,5.386773386001587
136,weight_decay,0.005,5.595625762939453,5.386773386001587
136,number epochs,100,5.595625762939453,5.386773386001587
137,learning_rate,0.01,5.442905714035034,5.054583969116211
137,momentum,0.3,5.442905714035034,5.054583969116211
137,weight_decay,0.005,5.442905714035034,5.054583969116211
137,number epochs,250,5.442905714035034,5.054583969116211
138,learning_rate,0.01,5.727581481933594,5.35866843700409
138,momentum,0.7,5.727581481933594,5.35866843700409
138,weight_decay,0.1,5.727581481933594,5.35866843700409
138,number epochs,100,5.727581481933594,5.35866843700409
139,learning_rate,1e-05,5.849468933741251,5.4839087518056235
139,momentum,0.7,5.849468933741251,5.4839087518056235
139,weight_decay,0.01,5.849468933741251,5.4839087518056235
139,number epochs,150,5.849468933741251,5.4839087518056235
140,learning_rate,0.1,5.707815806070964,5.414113152821859
140,momentum,0.05,5.707815806070964,5.414113152821859
140,weight_decay,0.1,5.707815806070964,5.414113152821859
140,number epochs,150,5.707815806070964,5.414113152821859
141,learning_rate,1e-05,5.663740060329437,5.315915312767029
141,momentum,0.3,5.663740060329437,5.315915312767029
141,weight_decay,0.005,5.663740060329437,5.315915312767029
141,number epochs,200,5.663740060329437,5.315915312767029
142,learning_rate,1e-05,5.621184968948365,5.374678230285644
142,momentum,1,5.621184968948365,5.374678230285644
142,weight_decay,0.0005,5.621184968948365,5.374678230285644
142,number epochs,100,5.621184968948365,5.374678230285644
143,learning_rate,1e-05,5.377138565063476,5.060335300445557
143,momentum,0.3,5.377138565063476,5.060335300445557
143,weight_decay,0.1,5.377138565063476,5.060335300445557
143,number epochs,250,5.377138565063476,5.060335300445557
144,learning_rate,0.01,5.760311012268066,5.453768768310547
144,momentum,1,5.760311012268066,5.453768768310547
144,weight_decay,0.005,5.760311012268066,5.453768768310547
144,number epochs,250,5.760311012268066,5.453768768310547
145,learning_rate,1e-05,6.1417398948669435,5.850886178970337
145,momentum,0.1,6.1417398948669435,5.850886178970337
145,weight_decay,0.1,6.1417398948669435,5.850886178970337
145,number epochs,250,6.1417398948669435,5.850886178970337
146,learning_rate,0.001,5.883431623458862,5.460184017181397
146,momentum,0.3,5.883431623458862,5.460184017181397
146,weight_decay,0.005,5.883431623458862,5.460184017181397
146,number epochs,250,5.883431623458862,5.460184017181397
147,learning_rate,0.01,5.709775695800781,5.413008074760437
147,momentum,1,5.709775695800781,5.413008074760437
147,weight_decay,0.0005,5.709775695800781,5.413008074760437
147,number epochs,200,5.709775695800781,5.413008074760437
148,learning_rate,0.1,5.739481870651245,5.4648278541564945
148,momentum,0.3,5.739481870651245,5.4648278541564945
148,weight_decay,0.01,5.739481870651245,5.4648278541564945
148,number epochs,250,5.739481870651245,5.4648278541564945
149,learning_rate,0.0001,5.62863796710968,5.213031935691833
149,momentum,0.3,5.62863796710968,5.213031935691833
149,weight_decay,0.0005,5.62863796710968,5.213031935691833
149,number epochs,200,5.62863796710968,5.213031935691833
150,learning_rate,0.1,6.1293124580383305,5.783595170974731
150,momentum,0.3,6.1293124580383305,5.783595170974731
150,weight_decay,0.01,6.1293124580383305,5.783595170974731
150,number epochs,100,6.1293124580383305,5.783595170974731
151,learning_rate,0.01,5.307937898635864,4.949644212722778
151,momentum,0.3,5.307937898635864,4.949644212722778
151,weight_decay,0.1,5.307937898635864,4.949644212722778
151,number epochs,50,5.307937898635864,4.949644212722778
152,learning_rate,0.01,6.158914368152619,5.792686443328858
152,momentum,0.7,6.158914368152619,5.792686443328858
152,weight_decay,0.1,6.158914368152619,5.792686443328858
152,number epochs,200,6.158914368152619,5.792686443328858
153,learning_rate,0.01,5.796969742774963,5.501269960403443
153,momentum,0.3,5.796969742774963,5.501269960403443
153,weight_decay,0.005,5.796969742774963,5.501269960403443
153,number epochs,100,5.796969742774963,5.501269960403443
154,learning_rate,0.1,5.653021965026856,5.255700674057007
154,momentum,0.05,5.653021965026856,5.255700674057007
154,weight_decay,0.005,5.653021965026856,5.255700674057007
154,number epochs,50,5.653021965026856,5.255700674057007
155,learning_rate,0.0001,5.638500254154206,5.387375836372375
155,momentum,0.95,5.638500254154206,5.387375836372375
155,weight_decay,0.1,5.638500254154206,5.387375836372375
155,number epochs,200,5.638500254154206,5.387375836372375
156,learning_rate,1e-05,5.304109217325847,4.941798661549886
156,momentum,0.3,5.304109217325847,4.941798661549886
156,weight_decay,0.005,5.304109217325847,4.941798661549886
156,number epochs,150,5.304109217325847,4.941798661549886
157,learning_rate,0.1,5.7598558616638185,5.589655294418335
157,momentum,0.3,5.7598558616638185,5.589655294418335
157,weight_decay,0.01,5.7598558616638185,5.589655294418335
157,number epochs,50,5.7598558616638185,5.589655294418335
158,learning_rate,1e-05,5.612229415893554,5.34953685760498
158,momentum,0.3,5.612229415893554,5.34953685760498
158,weight_decay,0.01,5.612229415893554,5.34953685760498
158,number epochs,250,5.612229415893554,5.34953685760498
159,learning_rate,0.001,5.4724299788475035,5.212303555011749
159,momentum,1,5.4724299788475035,5.212303555011749
159,weight_decay,0.1,5.4724299788475035,5.212303555011749
159,number epochs,200,5.4724299788475035,5.212303555011749
160,learning_rate,1e-05,5.885064474741617,5.640382267634074
160,momentum,0.7,5.885064474741617,5.640382267634074
160,weight_decay,0.01,5.885064474741617,5.640382267634074
160,number epochs,150,5.885064474741617,5.640382267634074
161,learning_rate,0.1,5.91381431388855,5.54375040435791
161,momentum,1,5.91381431388855,5.54375040435791
161,weight_decay,0.01,5.91381431388855,5.54375040435791
161,number epochs,250,5.91381431388855,5.54375040435791
162,learning_rate,1e-05,5.769591345787048,5.45109224319458
162,momentum,0.3,5.769591345787048,5.45109224319458
162,weight_decay,0.005,5.769591345787048,5.45109224319458
162,number epochs,100,5.769591345787048,5.45109224319458
163,learning_rate,0.1,5.386972185770671,5.117552620569865
163,momentum,0.3,5.386972185770671,5.117552620569865
163,weight_decay,0.005,5.386972185770671,5.117552620569865
163,number epochs,150,5.386972185770671,5.117552620569865
164,learning_rate,1e-05,5.619456815719604,5.253387842178345
164,momentum,0.05,5.619456815719604,5.253387842178345
164,weight_decay,0.1,5.619456815719604,5.253387842178345
164,number epochs,50,5.619456815719604,5.253387842178345
165,learning_rate,0.0001,5.807081441879273,5.560995397567749
165,momentum,0.5,5.807081441879273,5.560995397567749
165,weight_decay,0.0005,5.807081441879273,5.560995397567749
165,number epochs,100,5.807081441879273,5.560995397567749
166,learning_rate,0.001,5.899726247787475,5.509487884044647
166,momentum,0.7,5.899726247787475,5.509487884044647
166,weight_decay,0.005,5.899726247787475,5.509487884044647
166,number epochs,200,5.899726247787475,5.509487884044647
167,learning_rate,0.001,5.500812935829162,5.265546731948852
167,momentum,0.1,5.500812935829162,5.265546731948852
167,weight_decay,0.01,5.500812935829162,5.265546731948852
167,number epochs,100,5.500812935829162,5.265546731948852
168,learning_rate,1e-05,5.716419471740723,5.52136939239502
168,momentum,1,5.716419471740723,5.52136939239502
168,weight_decay,0.0005,5.716419471740723,5.52136939239502
168,number epochs,250,5.716419471740723,5.52136939239502
169,learning_rate,1e-05,6.337104797363281,6.078364100456238
169,momentum,0.5,6.337104797363281,6.078364100456238
169,weight_decay,0.1,6.337104797363281,6.078364100456238
169,number epochs,100,6.337104797363281,6.078364100456238
170,learning_rate,0.1,5.400022575378418,5.142313791275025
170,momentum,0.1,5.400022575378418,5.142313791275025
170,weight_decay,0.005,5.400022575378418,5.142313791275025
170,number epochs,250,5.400022575378418,5.142313791275025
171,learning_rate,1e-05,5.96233744430542,5.61326930809021
171,momentum,1,5.96233744430542,5.61326930809021
171,weight_decay,0.0005,5.96233744430542,5.61326930809021
171,number epochs,250,5.96233744430542,5.61326930809021
172,learning_rate,1e-05,5.672377630233765,5.3478897666931156
172,momentum,1,5.672377630233765,5.3478897666931156
172,weight_decay,0.1,5.672377630233765,5.3478897666931156
172,number epochs,250,5.672377630233765,5.3478897666931156
173,learning_rate,0.001,5.470928092002868,5.184605312347412
173,momentum,0.1,5.470928092002868,5.184605312347412
173,weight_decay,0.1,5.470928092002868,5.184605312347412
173,number epochs,200,5.470928092002868,5.184605312347412
174,learning_rate,0.001,6.311605920791626,6.015507726669312
174,momentum,0.3,6.311605920791626,6.015507726669312
174,weight_decay,0.1,6.311605920791626,6.015507726669312
174,number epochs,50,6.311605920791626,6.015507726669312
175,learning_rate,0.01,5.236464109420776,4.917885910669963
175,momentum,1,5.236464109420776,4.917885910669963
175,weight_decay,0.005,5.236464109420776,4.917885910669963
175,number epochs,150,5.236464109420776,4.917885910669963
176,learning_rate,0.1,5.511655694961548,5.2346263580322265
176,momentum,0.3,5.511655694961548,5.2346263580322265
176,weight_decay,0.005,5.511655694961548,5.2346263580322265
176,number epochs,250,5.511655694961548,5.2346263580322265
177,learning_rate,0.1,5.585190382003784,5.3798482131958005
177,momentum,0.3,5.585190382003784,5.3798482131958005
177,weight_decay,0.01,5.585190382003784,5.3798482131958005
177,number epochs,50,5.585190382003784,5.3798482131958005
178,learning_rate,1e-05,5.663515233993531,5.405710073471069
178,momentum,0.3,5.663515233993531,5.405710073471069
178,weight_decay,0.1,5.663515233993531,5.405710073471069
178,number epochs,250,5.663515233993531,5.405710073471069
179,learning_rate,0.001,5.622814998626709,5.307312073707581
179,momentum,0.1,5.622814998626709,5.307312073707581
179,weight_decay,0.1,5.622814998626709,5.307312073707581
179,number epochs,100,5.622814998626709,5.307312073707581
180,learning_rate,0.01,5.421758237838745,5.096260837554931
180,momentum,1,5.421758237838745,5.096260837554931
180,weight_decay,0.005,5.421758237838745,5.096260837554931
180,number epochs,250,5.421758237838745,5.096260837554931
181,learning_rate,0.001,5.371035633087158,5.320510654449463
181,momentum,0.1,5.371035633087158,5.320510654449463
181,weight_decay,0.1,5.371035633087158,5.320510654449463
181,number epochs,50,5.371035633087158,5.320510654449463
182,learning_rate,0.1,5.92630220413208,5.793304424285889
182,momentum,0.1,5.92630220413208,5.793304424285889
182,weight_decay,0.1,5.92630220413208,5.793304424285889
182,number epochs,50,5.92630220413208,5.793304424285889
183,learning_rate,1e-05,5.3910465025901795,5.1610989451408384
183,momentum,0.1,5.3910465025901795,5.1610989451408384
183,weight_decay,0.1,5.3910465025901795,5.1610989451408384
183,number epochs,200,5.3910465025901795,5.1610989451408384
184,learning_rate,0.1,5.379690232276917,5.1114241409301755
184,momentum,0.05,5.379690232276917,5.1114241409301755
184,weight_decay,0.1,5.379690232276917,5.1114241409301755
184,number epochs,100,5.379690232276917,5.1114241409301755
185,learning_rate,0.001,5.490485000610351,5.198988790512085
185,momentum,0.3,5.490485000610351,5.198988790512085
185,weight_decay,0.0005,5.490485000610351,5.198988790512085
185,number epochs,50,5.490485000610351,5.198988790512085
186,learning_rate,1e-05,6.0238010025024415,5.694417240142823
186,momentum,0.3,6.0238010025024415,5.694417240142823
186,weight_decay,0.1,6.0238010025024415,5.694417240142823
186,number epochs,250,6.0238010025024415,5.694417240142823
187,learning_rate,0.001,6.021657047271728,5.685928936004639
187,momentum,0.3,6.021657047271728,5.685928936004639
187,weight_decay,0.1,6.021657047271728,5.685928936004639
187,number epochs,50,6.021657047271728,5.685928936004639
188,learning_rate,0.1,5.38512864112854,5.161981928348541
188,momentum,0.3,5.38512864112854,5.161981928348541
188,weight_decay,0.1,5.38512864112854,5.161981928348541
188,number epochs,200,5.38512864112854,5.161981928348541
189,learning_rate,1e-05,5.639766702651977,5.279387331008911
189,momentum,1,5.639766702651977,5.279387331008911
189,weight_decay,0.1,5.639766702651977,5.279387331008911
189,number epochs,50,5.639766702651977,5.279387331008911
190,learning_rate,1e-05,5.290556891759237,4.94640806833903
190,momentum,0.95,5.290556891759237,4.94640806833903
190,weight_decay,0.0005,5.290556891759237,4.94640806833903
190,number epochs,150,5.290556891759237,4.94640806833903
191,learning_rate,0.1,6.12858521938324,5.835358562469483
191,momentum,0.05,6.12858521938324,5.835358562469483
191,weight_decay,0.005,6.12858521938324,5.835358562469483
191,number epochs,200,6.12858521938324,5.835358562469483
192,learning_rate,0.1,5.586460695266724,5.376381842295329
192,momentum,0.3,5.586460695266724,5.376381842295329
192,weight_decay,0.01,5.586460695266724,5.376381842295329
192,number epochs,150,5.586460695266724,5.376381842295329
193,learning_rate,0.001,5.803263244628906,5.571822237968445
193,momentum,0.95,5.803263244628906,5.571822237968445
193,weight_decay,0.005,5.803263244628906,5.571822237968445
193,number epochs,100,5.803263244628906,5.571822237968445
194,learning_rate,1e-05,5.748699380874633,5.456667779922485
194,momentum,0.3,5.748699380874633,5.456667779922485
194,weight_decay,0.1,5.748699380874633,5.456667779922485
194,number epochs,250,5.748699380874633,5.456667779922485
195,learning_rate,1e-05,6.256499662399292,5.879939823150635
195,momentum,0.1,6.256499662399292,5.879939823150635
195,weight_decay,0.01,6.256499662399292,5.879939823150635
195,number epochs,250,6.256499662399292,5.879939823150635
196,learning_rate,0.01,5.678925151824951,5.409683332443238
196,momentum,0.3,5.678925151824951,5.409683332443238
196,weight_decay,0.1,5.678925151824951,5.409683332443238
196,number epochs,50,5.678925151824951,5.409683332443238
197,learning_rate,0.1,6.056102752685547,5.684018759727478
197,momentum,0.3,6.056102752685547,5.684018759727478
197,weight_decay,0.1,6.056102752685547,5.684018759727478
197,number epochs,100,6.056102752685547,5.684018759727478
198,learning_rate,0.001,5.5377477963765465,5.233510233561198
198,momentum,0.1,5.5377477963765465,5.233510233561198
198,weight_decay,0.1,5.5377477963765465,5.233510233561198
198,number epochs,150,5.5377477963765465,5.233510233561198
199,learning_rate,1e-05,5.470415504455566,5.256072336196899
199,momentum,0.1,5.470415504455566,5.256072336196899
199,weight_decay,0.01,5.470415504455566,5.256072336196899
199,number epochs,250,5.470415504455566,5.256072336196899
200,learning_rate,1e-05,5.541916055679321,5.275291366577148
200,momentum,0.3,5.541916055679321,5.275291366577148
200,weight_decay,0.1,5.541916055679321,5.275291366577148
200,number epochs,100,5.541916055679321,5.275291366577148
201,learning_rate,0.1,5.493720385233561,5.1374788633982345
201,momentum,0.05,5.493720385233561,5.1374788633982345
201,weight_decay,0.005,5.493720385233561,5.1374788633982345
201,number epochs,150,5.493720385233561,5.1374788633982345
202,learning_rate,0.001,6.012436173756917,5.712056029637655
202,momentum,0.7,6.012436173756917,5.712056029637655
202,weight_decay,0.0005,6.012436173756917,5.712056029637655
202,number epochs,150,6.012436173756917,5.712056029637655
203,learning_rate,0.0001,6.037098318735758,5.697165924708049
203,momentum,0.5,6.037098318735758,5.697165924708049
203,weight_decay,0.1,6.037098318735758,5.697165924708049
203,number epochs,150,6.037098318735758,5.697165924708049
204,learning_rate,0.1,5.2848801422119145,5.07159462928772
204,momentum,0.05,5.2848801422119145,5.07159462928772
204,weight_decay,0.005,5.2848801422119145,5.07159462928772
204,number epochs,50,5.2848801422119145,5.07159462928772
205,learning_rate,1e-05,5.817102056503296,5.499278532028198
205,momentum,1,5.817102056503296,5.499278532028198
205,weight_decay,0.01,5.817102056503296,5.499278532028198
205,number epochs,250,5.817102056503296,5.499278532028198
206,learning_rate,0.001,5.549333896636963,5.264411182403564
206,momentum,0.3,5.549333896636963,5.264411182403564
206,weight_decay,0.0005,5.549333896636963,5.264411182403564
206,number epochs,50,5.549333896636963,5.264411182403564
207,learning_rate,0.001,5.667943522135417,5.412592226664225
207,momentum,0.3,5.667943522135417,5.412592226664225
207,weight_decay,0.01,5.667943522135417,5.412592226664225
207,number epochs,150,5.667943522135417,5.412592226664225
208,learning_rate,1e-05,6.123154230117798,5.6605573177337645
208,momentum,0.3,6.123154230117798,5.6605573177337645
208,weight_decay,0.01,6.123154230117798,5.6605573177337645
208,number epochs,50,6.123154230117798,5.6605573177337645
209,learning_rate,0.0001,6.405188713073731,5.990090084075928
209,momentum,0.95,6.405188713073731,5.990090084075928
209,weight_decay,0.0005,6.405188713073731,5.990090084075928
209,number epochs,100,6.405188713073731,5.990090084075928
210,learning_rate,1e-05,5.816344528198242,5.590009508132934
210,momentum,1,5.816344528198242,5.590009508132934
210,weight_decay,0.01,5.816344528198242,5.590009508132934
210,number epochs,100,5.816344528198242,5.590009508132934
211,learning_rate,0.0001,5.720470433235168,5.47634871006012
211,momentum,0.3,5.720470433235168,5.47634871006012
211,weight_decay,0.1,5.720470433235168,5.47634871006012
211,number epochs,100,5.720470433235168,5.47634871006012
212,learning_rate,0.01,5.3291509103775025,5.070871391296387
212,momentum,0.3,5.3291509103775025,5.070871391296387
212,weight_decay,0.005,5.3291509103775025,5.070871391296387
212,number epochs,100,5.3291509103775025,5.070871391296387
213,learning_rate,1e-05,5.515497356414795,5.3131765899658205
213,momentum,0.3,5.515497356414795,5.3131765899658205
213,weight_decay,0.1,5.515497356414795,5.3131765899658205
213,number epochs,250,5.515497356414795,5.3131765899658205
214,learning_rate,0.0001,5.187818422317505,4.8955344963073735
214,momentum,0.05,5.187818422317505,4.8955344963073735
214,weight_decay,0.005,5.187818422317505,4.8955344963073735
214,number epochs,100,5.187818422317505,4.8955344963073735
215,learning_rate,0.0001,5.951811601638794,5.501630449295044
215,momentum,0.3,5.951811601638794,5.501630449295044
215,weight_decay,0.01,5.951811601638794,5.501630449295044
215,number epochs,250,5.951811601638794,5.501630449295044
216,learning_rate,0.0001,5.318145547866822,5.059832061767578
216,momentum,0.3,5.318145547866822,5.059832061767578
216,weight_decay,0.01,5.318145547866822,5.059832061767578
216,number epochs,250,5.318145547866822,5.059832061767578
217,learning_rate,1e-05,5.608339681625366,5.294136867523194
217,momentum,0.3,5.608339681625366,5.294136867523194
217,weight_decay,0.005,5.608339681625366,5.294136867523194
217,number epochs,150,5.608339681625366,5.294136867523194
218,learning_rate,0.001,6.521939964294433,6.1572205924987795
218,momentum,0.3,6.521939964294433,6.1572205924987795
218,weight_decay,0.0005,6.521939964294433,6.1572205924987795
218,number epochs,50,6.521939964294433,6.1572205924987795
219,learning_rate,0.1,5.428025751113892,5.093824405670166
219,momentum,0.1,5.428025751113892,5.093824405670166
219,weight_decay,0.005,5.428025751113892,5.093824405670166
219,number epochs,50,5.428025751113892,5.093824405670166
220,learning_rate,0.001,5.719701496124268,5.4041414585113525
220,momentum,0.05,5.719701496124268,5.4041414585113525
220,weight_decay,0.1,5.719701496124268,5.4041414585113525
220,number epochs,250,5.719701496124268,5.4041414585113525
221,learning_rate,0.01,5.9132328109741215,5.511823637008667
221,momentum,0.05,5.9132328109741215,5.511823637008667
221,weight_decay,0.1,5.9132328109741215,5.511823637008667
221,number epochs,250,5.9132328109741215,5.511823637008667
222,learning_rate,1e-05,6.402131029764811,5.980859699249268
222,momentum,0.5,6.402131029764811,5.980859699249268
222,weight_decay,0.1,6.402131029764811,5.980859699249268
222,number epochs,150,6.402131029764811,5.980859699249268
223,learning_rate,0.01,5.639231481552124,5.288625974655151
223,momentum,1,5.639231481552124,5.288625974655151
223,weight_decay,0.005,5.639231481552124,5.288625974655151
223,number epochs,50,5.639231481552124,5.288625974655151
224,learning_rate,0.0001,6.0329510641098025,5.710958256721496
224,momentum,0.3,6.0329510641098025,5.710958256721496
224,weight_decay,0.005,6.0329510641098025,5.710958256721496
224,number epochs,100,6.0329510641098025,5.710958256721496
225,learning_rate,0.001,5.4398789215087895,5.046548385620117
225,momentum,0.3,5.4398789215087895,5.046548385620117
225,weight_decay,0.005,5.4398789215087895,5.046548385620117
225,number epochs,100,5.4398789215087895,5.046548385620117
226,learning_rate,0.001,5.276241369247437,4.9353905773162845
226,momentum,1,5.276241369247437,4.9353905773162845
226,weight_decay,0.0005,5.276241369247437,4.9353905773162845
226,number epochs,50,5.276241369247437,4.9353905773162845
227,learning_rate,0.01,5.621666707992554,5.358645434379578
227,momentum,0.1,5.621666707992554,5.358645434379578
227,weight_decay,0.1,5.621666707992554,5.358645434379578
227,number epochs,100,5.621666707992554,5.358645434379578
228,learning_rate,1e-05,5.93430643081665,5.5070599174499515
228,momentum,1,5.93430643081665,5.5070599174499515
228,weight_decay,0.01,5.93430643081665,5.5070599174499515
228,number epochs,50,5.93430643081665,5.5070599174499515
229,learning_rate,1e-05,5.52954496383667,5.271787570317586
229,momentum,0.05,5.52954496383667,5.271787570317586
229,weight_decay,0.005,5.52954496383667,5.271787570317586
229,number epochs,150,5.52954496383667,5.271787570317586
230,learning_rate,1e-05,6.221536359786987,5.841494159698486
230,momentum,0.1,6.221536359786987,5.841494159698486
230,weight_decay,0.1,6.221536359786987,5.841494159698486
230,number epochs,200,6.221536359786987,5.841494159698486
231,learning_rate,0.1,5.5937849712371825,5.224991436004639
231,momentum,0.05,5.5937849712371825,5.224991436004639
231,weight_decay,0.1,5.5937849712371825,5.224991436004639
231,number epochs,50,5.5937849712371825,5.224991436004639
232,learning_rate,0.1,6.004443998336792,5.70184591293335
232,momentum,0.05,6.004443998336792,5.70184591293335
232,weight_decay,0.005,6.004443998336792,5.70184591293335
232,number epochs,50,6.004443998336792,5.70184591293335
233,learning_rate,0.01,5.573087512969971,5.261561542510987
233,momentum,1,5.573087512969971,5.261561542510987
233,weight_decay,0.0005,5.573087512969971,5.261561542510987
233,number epochs,250,5.573087512969971,5.261561542510987
234,learning_rate,1e-05,5.718902263641358,5.314281244277954
234,momentum,0.1,5.718902263641358,5.314281244277954
234,weight_decay,0.1,5.718902263641358,5.314281244277954
234,number epochs,50,5.718902263641358,5.314281244277954
235,learning_rate,0.1,5.47193537902832,5.216925384521485
235,momentum,0.3,5.47193537902832,5.216925384521485
235,weight_decay,0.01,5.47193537902832,5.216925384521485
235,number epochs,250,5.47193537902832,5.216925384521485
236,learning_rate,0.01,5.941578249931336,5.643972935676575
236,momentum,0.3,5.941578249931336,5.643972935676575
236,weight_decay,0.005,5.941578249931336,5.643972935676575
236,number epochs,100,5.941578249931336,5.643972935676575
237,learning_rate,1e-05,5.704986768722534,5.372875246047974
237,momentum,0.3,5.704986768722534,5.372875246047974
237,weight_decay,0.0005,5.704986768722534,5.372875246047974
237,number epochs,250,5.704986768722534,5.372875246047974
238,learning_rate,0.001,5.42830108165741,5.105103883743286
238,momentum,0.95,5.42830108165741,5.105103883743286
238,weight_decay,0.005,5.42830108165741,5.105103883743286
238,number epochs,100,5.42830108165741,5.105103883743286
239,learning_rate,0.0001,5.538622179031372,5.163387294769287
239,momentum,0.05,5.538622179031372,5.163387294769287
239,weight_decay,0.01,5.538622179031372,5.163387294769287
239,number epochs,250,5.538622179031372,5.163387294769287
240,learning_rate,0.0001,5.74187686920166,5.41501094341278
240,momentum,0.95,5.74187686920166,5.41501094341278
240,weight_decay,0.005,5.74187686920166,5.41501094341278
240,number epochs,100,5.74187686920166,5.41501094341278
241,learning_rate,1e-05,5.844523525238037,5.514019918441773
241,momentum,0.3,5.844523525238037,5.514019918441773
241,weight_decay,0.005,5.844523525238037,5.514019918441773
241,number epochs,100,5.844523525238037,5.514019918441773
242,learning_rate,0.1,5.9984349937438965,5.71006588935852
242,momentum,1,5.9984349937438965,5.71006588935852
242,weight_decay,0.1,5.9984349937438965,5.71006588935852
242,number epochs,250,5.9984349937438965,5.71006588935852
243,learning_rate,0.1,5.4068376111984255,4.928182005882263
243,momentum,0.3,5.4068376111984255,4.928182005882263
243,weight_decay,0.0005,5.4068376111984255,4.928182005882263
243,number epochs,100,5.4068376111984255,4.928182005882263
244,learning_rate,0.01,5.56177833366394,5.296638483047485
244,momentum,1,5.56177833366394,5.296638483047485
244,weight_decay,0.01,5.56177833366394,5.296638483047485
244,number epochs,250,5.56177833366394,5.296638483047485
245,learning_rate,0.01,5.449460978507996,5.088662176132202
245,momentum,1,5.449460978507996,5.088662176132202
245,weight_decay,0.005,5.449460978507996,5.088662176132202
245,number epochs,100,5.449460978507996,5.088662176132202
246,learning_rate,0.001,5.444643869400024,5.071486120223999
246,momentum,0.3,5.444643869400024,5.071486120223999
246,weight_decay,0.01,5.444643869400024,5.071486120223999
246,number epochs,50,5.444643869400024,5.071486120223999
247,learning_rate,0.1,5.674833626747131,5.315948586463929
247,momentum,0.7,5.674833626747131,5.315948586463929
247,weight_decay,0.1,5.674833626747131,5.315948586463929
247,number epochs,200,5.674833626747131,5.315948586463929
248,learning_rate,0.01,5.854531745910645,5.513664093017578
248,momentum,1,5.854531745910645,5.513664093017578
248,weight_decay,0.1,5.854531745910645,5.513664093017578
248,number epochs,50,5.854531745910645,5.513664093017578
249,learning_rate,1e-05,5.669369649887085,5.333138151168823
249,momentum,0.3,5.669369649887085,5.333138151168823
249,weight_decay,0.005,5.669369649887085,5.333138151168823
249,number epochs,50,5.669369649887085,5.333138151168823
250,learning_rate,0.001,6.03279846572876,5.686137214660644
250,momentum,0.95,6.03279846572876,5.686137214660644
250,weight_decay,0.005,6.03279846572876,5.686137214660644
250,number epochs,250,6.03279846572876,5.686137214660644
251,learning_rate,0.001,5.625281591415405,5.331924257278442
251,momentum,0.05,5.625281591415405,5.331924257278442
251,weight_decay,0.005,5.625281591415405,5.331924257278442
251,number epochs,50,5.625281591415405,5.331924257278442
252,learning_rate,1e-05,5.874655165672302,5.543563108444214
252,momentum,0.95,5.874655165672302,5.543563108444214
252,weight_decay,0.0005,5.874655165672302,5.543563108444214
252,number epochs,100,5.874655165672302,5.543563108444214
253,learning_rate,0.1,5.570816259384156,5.3753261423110965
253,momentum,0.3,5.570816259384156,5.3753261423110965
253,weight_decay,0.1,5.570816259384156,5.3753261423110965
253,number epochs,100,5.570816259384156,5.3753261423110965
254,learning_rate,0.0001,5.392747955322266,5.16135847568512
254,momentum,0.3,5.392747955322266,5.16135847568512
254,weight_decay,0.005,5.392747955322266,5.16135847568512
